,Molecular Weight,Boiling Point,Melting Point,Density,Viscosity,Vapor Pressure,Refractive Index,LogP,Dipole Moment,Dielectric Constant,Alpha,Beta,Pi,Dispersion,Polarity,H Bonding,Molar Volume
152,138.07,237.5,14.0,1.1094,7.235946064412421,7.0,1.534,1.16,2.7744305878162856,16.995187308006656,0.4039268843053622,0.5188733641826128,0.8079018525410626,17.8,5.7,14.3,124.7
153,74.04,53.0,-80.0,0.92,-2.4899743218953083,245.0,1.361,0.23,1.5452006352552248,7.1,0.0,0.36,0.61,15.5,8.4,8.4,80.2
154,45.02,207.0,2.5,1.13,7.834940234617637,62.046028470209286,1.44754,-1.51,3.3222348320353956,84.0,0.71,0.48,0.97,17.2,26.2,19.0,39.8
155,46.0,100.56,4.0,1.214,1.966,42.603,1.369,0.54,2.553553365852239,29.726692993766616,1.23,0.38,0.65,14.3,11.9,16.6,37.8
156,68.03,31.3,-85.6,0.94,0.38,600.0,1.4214,1.34,0.38720873261284583,3.0,-0.10721411499090548,0.12781216251594113,0.48835775351055716,17.8,1.8,5.3,72.5
157,98.04,170.0,-31.0,1.13,4.62,-41.758075383656404,1.485,0.28,2.8049219464393502,15.88113570181576,0.36148125079531296,0.5103871236218513,0.8801920437186882,17.4,7.6,15.1,86.5
158,86.04,204.0,-44.0,1.125,3.74883297418997,0.45,1.444,-0.64,3.82,37.69879488289377,-0.04966311710788832,0.5328994506491883,0.9603142850704378,18.0,16.6,7.4,76.5
159,116.0,116.5,-98.8,0.88,0.69,17.776,1.4,1.72,1.87,5.6,0.07736475247134458,0.31883987127642616,0.36359706178247175,15.1,3.7,6.3,133.5
160,144.12,148.6,-81.0,0.855,2.9570537575962366,4.33,1.399,1.7718925035261834,1.477634586770959,11.564678335291346,0.33888083774504923,0.45326312431379256,0.18509470807078324,15.1,2.8,5.8,169.8
161,130.1,142.0,-79.0,0.87,0.872,5.6,1.402,2.13,0.9659211921202359,2.6611836486606335,0.008886867935059444,0.33509840312125866,0.2842423879997502,15.3,3.1,7.0,148.8
162,138.1,215.0,-8.0,0.92,2.62,-83.64495397576883,1.4775,1.67,3.034391096035721,10.270579539581293,0.08123898438295551,0.4739913786463159,0.6750393554288365,16.6,8.2,7.4,150.5
163,298.29,342.0,13.5,0.8404,6.960225782251876,5.59e-05,1.4364,2.1968600924623587,1.5316392652540856,13.405199617807432,0.32960180292904834,0.4481732379897762,0.22033241013067958,14.3,3.9,3.7,330.0
164,108.06,202.0,12.2,1.03,2.093,0.11,1.54,1.96,1.59,16.600444037593498,0.6779017392085953,0.4682766294507757,0.8035281998613005,18.5,6.5,13.7,105.0
165,120.09,165.0,-45.0,0.86,3.851845523228773,2.48,1.49541,3.42,1.229987907919857,3.4,0.13673275083648428,0.31570524264543753,0.4362767445315381,18.0,0.0,0.6,139.8
166,98.07,130.0,-41.5,0.86,60.0,8.21,1.4445,1.7,3.0568401756154118,15.4,0.12419063025060173,0.4612040308341388,0.7217952734665128,16.4,7.2,6.1,115.6
167,74.0,57.4,-98.0,0.928,0.364,21.602,1.3614,0.18,1.68,6.7,0.0,0.42,0.6,15.5,7.2,7.6,79.7
168,296.27,217.0,-19.9,0.8739,2.62,21.434769167838315,1.4522,7.45,1.5316392652540856,15.855937800319795,0.30985336626614773,0.42856487636090157,0.3819157671423246,14.5,3.9,3.7,340.0
169,87.07,129.0,-5.0,1.0,2.23,10.1,1.454,-0.86,1.96439820168968,15.673062714195598,0.29,0.7,0.39,18.8,4.9,9.2,87.1
170,128.06,218.0,80.0,1.15,0.754,0.085,1.4003,3.35,0.9675372156608169,4.744343579530582,0.07520332605891232,0.210112416121202,0.5020995021488979,19.2,2.0,5.9,111.5
171,75.03,114.0,-90.0,1.05,-0.9269297672510557,20.8,1.3917,0.2,3.65,28.0,-0.04993700874887455,0.35010059949982614,0.8590011742859269,16.0,15.5,4.5,71.5
172,89.05,132.0,-108.0,1.0,0.79,10.1,1.4018,0.87,3.731297024148769,25.969326925756835,-0.08520463197179391,0.5310383117333967,0.8914517815754441,16.6,12.3,5.5,89.5
173,99.07,202.0,-24.4,1.03,1.65,0.345,1.469,-0.38,4.113448478306027,32.3,-0.0753972859065373,0.7034304679711747,0.9586711347257231,18.0,12.3,7.2,96.5
174,60.07,64.0,-58.0,0.79,2.2446023456013235,167.0,1.40753,-1.19,1.7345921859744726,22.02124578354842,0.7423895812883975,0.6356767164907884,0.5548860035965497,15.3,5.9,11.0,76.0
175,144.12,239.0,16.5,0.91,5.74,0.00371,1.426,3.05,1.1491560272386303,6.286327893339206,0.5086019422568244,0.42258243248290017,0.3156727236064627,15.1,3.3,8.2,159.0
176,282.26,360.0,13.4,0.895,25.6,5.46e-07,1.46,7.73,1.44,9.246264646682706,0.3001077054770061,0.45053238857424305,0.30599716118128195,14.3,3.1,5.5,320.0
177,268.28,207.0,6.5,0.848,5.580615420875427,-42.496797948139374,1.458,1.6742078017554982,1.292544382635658,7.658749209620387,0.25387668421791293,0.5315231411645674,0.23378471796789335,14.3,2.7,8.0,316.0
178,106.08,144.0,-25.0,0.88,6.6328926020986145,30.4194481657571,1.482930889619487,3.12,0.63,12.564191355862333,0.2310115262778742,0.42856487636090157,0.49411341476732595,17.8,1.0,3.1,121.2
179,130.1,149.0,-71.0,0.88,1.58,3.5,1.4023,2.18,1.3339369777029735,5.0,0.19208015279726953,0.3064008666619781,0.2746740335468985,15.8,3.3,6.1,148.0
180,94.04,182.0,41.0,1.06,3.437,42.01689674830522,1.5408,1.46,1.45,12.117474872651776,1.65,0.3,0.72,18.0,5.9,14.9,87.5
181,55.04,97.0,-92.0,0.78,0.389,143.46574250200743,1.36585,0.16,3.1195828589022776,24.901456085183792,0.12978605469696042,0.4942376091662345,0.6928077206449569,15.3,14.3,5.5,70.9
182,102.07,101.6,-92.0,0.84,0.544,35.9,1.3845,1.24,1.79,6.3,0.055748168199156824,0.6616906932676618,0.38082093080279367,15.3,4.3,7.6,115.8
183,59.07,48.0,-83.0,0.717,5.545201469480295,310.0,1.387,0.15,1.2951046424881776,13.918344354779903,0.621524028573231,0.6927747584861341,0.43336382344179375,17.0,4.9,8.6,83.0
184,132.08,146.0,-66.0,0.969,5.923372336118026,3.92,1.4034314147777642,0.56,2.960261445556124,13.285488239340195,0.4273191261528456,0.6150590494248398,0.6760730687476094,15.6,5.6,9.8,137.1
185,116.08,123.0,-75.9,0.876,2.5436763907214193,86.04880942016702,1.3935,1.9857522372857928,1.79,4.7,0.2659604346194181,0.19952472367071875,0.40629567774353487,15.5,5.6,5.7,132.5
186,129.06,238.0,-15.0,1.09,2.997,-10.923854413782426,1.62683,2.06,3.182089848291712,16.995187308006656,0.0,0.64,0.92,19.4,7.0,7.6,118.0
187,110.04,280.0,110.0,1.27,7.248441471386824,0.000489,1.578,0.86,2.09,17.815765050938612,0.5864658456423013,0.5103871236218513,0.9123795533972148,18.0,8.4,21.1,87.5
188,116.08,112.0,-99.0,0.86,1.9589569398912197,42.04199019840266,1.3888,1.51,0.769430238815806,5.321432495803836,0.20582854253386945,0.31486265721058215,0.2198947957494957,15.0,3.7,7.6,134.0
189,284.27,371.0,70.5,0.86,9.87,7.22e-07,1.613,8.23,1.382430969443003,9.57070412190748,0.3001077054770061,0.45053238857424305,0.29139837720008144,16.4,3.3,5.5,326.0
190,104.06,145.0,-30.6,0.91,0.696,6.4,1.544,3.0,0.7634235874275163,2.1096727228807377,-0.03133090683001495,0.31968245671128154,0.4652785867261155,18.6,1.0,4.1,115.6
191,100.02,261.0,119.6,1.503,8.038092331062128,0.0015,1.4704397550235055,-0.7916279144939604,3.6561572488745737,39.633424232016615,0.3047342179851696,0.521412103438963,0.9700354843152957,18.6,19.2,16.6,66.8
192,120.02,285.0,27.6,1.2606,10.34,-19.419952915989487,1.481,-0.77,3.822656226019186,36.35353808784982,0.0,0.39,0.98,18.0,18.0,9.9,95.3
193,116.08,97.8,-37.07817853795875,0.87,3.4139827225772206,47.0,1.3855,1.76,1.91,11.9771834690307,0.397075265809873,0.29589389618235046,0.32449514130957,15.0,3.7,6.0,134.8
194,163.88,121.0,-22.0,1.62,0.839,18.5,1.5053,3.4,0.0,2.5,0.08973489296735335,0.1899652857409333,0.7585815834098241,19.0,6.5,2.9,101.1
195,102.0,178.0,-80.0,1.054,11.08,0.8,1.452,0.14,3.193641742769385,15.595897468492158,0.2519804202138369,0.5188733641826128,0.893096390370293,17.8,8.2,12.9,97.4
196,116.09,176.5,-1.2,0.9687,8.886657563728136,-83.64495397576883,1.4493,0.19,2.9532493232982033,10.270579539581293,0.3358078701279192,0.686632890139378,0.7112123499223848,16.8,8.2,11.0,120.4
197,266.16,289.0,-80.0,0.98,3.39,0.00113,1.4224,4.0,2.7864017025604553,8.91,0.0,0.8,0.65,16.4,6.3,4.3,345.0
198,129.91,87.0,-86.0,1.46,0.545,69.0,1.4773,2.42,0.77,-2.0081841875534967,-0.1252377668635767,0.14329996132417655,0.49777973071067294,18.0,3.1,5.3,90.2
199,135.9,24.0,-111.0,4.74,0.0105,803.0,1.374,2.53,0.860244962915172,2.6383420129489106,0.11359683384552154,0.054248387345598795,0.3190448560534032,15.3,2.0,0.0,92.8
200,368.12,224.0,77.5,1.247,2.5978809867309463,101.9430744742724,1.4507999757065462,1.5921093229140653,3.8702547354398984,36.31789996812857,0.05673010210387219,0.2154897192651663,0.8076685610214299,19.0,12.3,4.5,613.0
201,182.07,215.0,-57.0,1.07,4.560656880850128,0.39,1.4053,0.8,3.796840107430164,13.2,0.0,0.77,0.72,16.8,11.5,9.2,171.0
202,140.02,197.2,-46.0,1.2,2.7399158077544206,0.85,1.3967,-0.65,4.052429228767367,25.49172497856657,0.0,0.77,0.72,16.8,16.0,10.2,99.9
203,116.08,97.8,-37.07817853795875,0.87,3.4139827225772206,47.0,1.3855,1.76,1.91,11.9771834690307,0.397075265809873,0.29589389618235046,0.32449514130957,15.0,3.7,6.0,134.8
204,204.14,246.0,-32.0,0.985,5.220774605090444,-47.964092933169496,1.4262,2.9,1.1491560272386303,5.103093775760844,0.5086019422568244,0.42258243248290017,0.3302366275486287,16.0,4.1,8.2,208.2
205,108.06,202.0,11.8,1.03,2.093,0.11,1.54,1.96,1.59,16.600444037593498,0.6779017392085953,0.4682766294507757,0.8035281998613005,18.5,6.5,13.7,105.0
206,162.13,230.0,-68.0,0.954,0.0649,0.0219,1.4258,0.3,2.4600408838220913,4.38002306600755,0.22828274561892944,0.595487238411572,0.7531793204261342,16.0,7.0,10.6,170.4
207,148.11,190.0,-80.0,0.95,5.797629053660765,-27.36602876874355,1.4006537188768342,0.8967304477256465,2.3937968433863244,13.000250006016591,0.7180477605891304,0.6432066352538356,0.6523055119576777,15.5,5.7,11.2,156.1
208,118.1,171.0,-75.0,0.9,5.797629053660765,0.88,1.4198,0.83,2.289602988590998,10.891502352195106,0.6631256314176956,0.6759944497902645,0.625795198788515,16.0,5.1,12.3,132.0
209,130.1,142.0,-79.0,0.87,0.872,5.6,1.402,2.13,0.9659211921202359,2.6611836486606335,0.008886867935059444,0.33509840312125866,0.2842423879997502,15.3,3.1,7.0,150.2
210,102.07,89.0,-73.0,0.87,3.051155423362577,-3.4019388770425545,1.377,1.02,1.75,10.406603354549244,0.7959694103664381,0.5742673963880904,0.5518661744852026,14.9,4.5,8.2,117.1
211,136.13,178.0,-74.0,0.8405,6.403899266202994,1.98,1.474,4.2,1.382430969443003,10.659980212637615,0.25857080458947035,0.43226304934267273,0.17239771490669564,17.2,1.8,4.3,162.9
212,120.08,193.0,-84.0,1.025,3.48,0.25,1.4264,-1.035,3.10315604465505,20.12096386054801,0.32127958869948603,0.6610431628110189,0.8455783349908539,16.2,7.8,12.6,118.2
213,114.1,144.0,-74.0,0.81,0.77,5.77,1.4062,1.72,1.8150615815925806,13.047969019589077,0.206521591771346,0.46983670710415065,0.4356232450690576,16.0,5.7,4.1,141.3
214,87.07,165.0,-20.0,0.94,0.92,-47.70921427842023,1.4358,-0.77,3.271249029747743,33.68112682036413,0.0,0.76,0.88,16.8,11.5,10.2,93.0
215,132.12,171.0,-57.870074966478995,0.879,5.797629053660765,-5.425561841306501,1.4006537188768342,1.15,2.116537076974178,12.760471494692487,0.7984124072751227,0.6255203802053052,0.600628684190706,15.3,4.5,9.2,132.0
216,146.09,160.0,-89.0,0.98,4.880200646161597,-38.46370951178671,1.407239933943297,0.76,3.077945447155457,11.741923734632122,0.08263993293274774,0.6478468639612687,0.7146826539591701,15.6,6.3,7.7,155.1
217,116.08,112.0,-99.0,0.86,1.9589569398912197,42.04199019840266,1.3888,1.51,0.769430238815806,5.321432495803836,0.20582854253386945,0.31486265721058215,0.2198947957494957,15.0,3.7,7.6,134.0
218,76.0,214.4,-26.7,1.04,40.01,0.044,1.439,-1.093,3.3222348320353956,37.69879488289377,0.37699021704420294,0.5262589592755453,0.9184453381473212,16.8,13.5,23.2,72.5
219,88.0,101.5,11.8,1.0,1.19,38.103,1.4224,0.42,0.3407382264917815,2.25,0.4943576384074487,0.47056885192568915,0.5372935254708708,17.5,1.8,9.0,85.7
220,104.0,157.0,-85.0,0.92,2.28,0.908,1.408,2.0,2.248019485540016,13.462588613627483,0.8081580680642643,0.44635645696652393,0.6089318736333521,15.3,5.4,13.6,113.2
221,150.0,213.0,-51.3,1.06,2.3,0.18,1.501,2.0,2.8500761609464496,5.0,0.01591639274487703,0.2480787325120548,0.6885955650188302,18.3,5.7,6.0,143.7
222,102.0,107.0,-92.0,0.892,30.0,28.9,1.391,1.32,1.92,10.116282990884292,0.6558665667033792,0.42949835732747316,0.5386531649791976,15.7,6.5,9.2,115.2
223,130.0,140.0,-95.0,0.77,0.69,6.01,1.3992,3.21,1.3624039459130635,3.1,0.0,0.46,0.27,15.2,3.4,3.2,170.4
224,230.0,274.5,-29.2,0.98,4.0,0.016,1.43,2.9,2.534038168345104,10.075035852337193,0.7088364073540411,0.4739913786463159,0.6750393554288365,16.1,7.7,8.8,238.3
225,174.0,217.7,-21.0,1.04,1.05,0.044,1.42,1.26,2.195785718618228,13.008947158404565,0.7917815812293757,0.2572117568672503,0.6953604049037876,16.1,7.7,8.8,169.3
226,116.0,121.5,-98.0,0.87,0.63,14.476,1.392,1.7,1.8,5.1,0.0008542174878087834,0.22964893648749396,0.47830473050951555,15.5,5.6,5.0,132.9
227,98.0,103.0,-138.0,0.763,0.535,38.0,1.426,3.85,0.0,-0.3870871702387322,-0.10050744617010154,0.351262487463024,0.13793144899492446,16.5,1.2,2.0,125.6
228,100.0,113.5,-82.16,0.8,0.45,18.076,1.397,1.331,1.8200262884047742,13.1,0.14291531302962562,0.4490205616905899,0.49738126488433415,16.0,7.6,4.7,124.9
229,102.0,99.1,-73.9,0.89,0.5,35.928,1.381,1.21,1.75,5.7,0.30003508913936183,0.3491123089171541,0.6149694912193482,15.5,6.1,4.9,115.6
230,146.0,190.0,-41.0,1.13,1.49,0.077,1.4159,0.4,2.9022372734051407,12.390809502749745,0.450160873476054,0.4464908943088693,0.67782871126881,16.2,4.7,9.8,132.7
231,92.0,290.0,18.2,1.26,945.0,0.0,1.473,-1.76,3.5135826958808183,39.633424232016615,0.3724135136783107,0.521412103438963,0.9184453381473212,17.4,11.3,27.2,73.4
232,144.0,171.5,-80.9,0.88,1.05,1.32,1.409,2.87,0.9727871536280881,7.4789487060720985,0.2549510987658593,0.38821907573346226,0.26638802498888137,15.8,2.9,5.9,166.1
233,90.0,216.0,53.0,1.19,36.9,0.029,1.42,0.6,3.410605380895951,26.659140567717134,0.44581636870475116,0.47244754409588186,0.9072994075864856,17.0,8.3,28.4,73.8
234,144.0,147.5,-64.0,0.86,0.98,28.802,1.409,2.7,1.1132848047293953,12.552570894396352,0.22994255671783742,0.4807458513731513,0.389759155379545,15.2,3.1,6.8,167.4
235,86.0,94.0,-94.4,0.8501,0.454,52.714,1.388,0.84,2.77,10.286277027306323,-0.13451337483833836,0.4920099322813419,0.5497136580664232,15.8,6.8,5.0,107.8
236,214.0,267.0,5.2,0.87,3.0,4.0,1.432,5.41,1.2455993218828698,9.748208475717087,0.23592640316071675,0.4126546877137981,0.2759274244401126,16.1,3.6,4.2,247.2
237,144.0,169.0,-75.0,0.873,1.0,3.6,1.41,2.823,1.874026032775229,13.598412481258931,0.43562558874873447,0.37735696798950624,0.5530336008545679,15.8,5.2,5.7,165.3
238,106.0,144.5,-25.2,0.87,0.76,6.608,1.503,3.12,0.63,3.617346315683872,-0.03133090683001495,0.31968245671128154,0.4652785867261155,17.8,1.0,3.1,121.1
239,134.0,177.1,-68.9,0.86,0.76,1.463,1.489,4.1,0.7493637037234459,1.3790579503540399,-0.07315244171834989,0.31968245671128154,0.4652785867261155,18.0,3.5,2.7,156.3
240,136.0,176.0,-75.0,0.84,0.923,1.98,1.47,4.57,0.9018067652465922,8.276063642656402,0.20397439008297136,0.42464595132710486,0.17793472586753764,16.5,0.6,0.0,162.9
241,102.0,86.3,-80.0,0.766,0.46,75.2,1.3862,1.55,1.2955909624768136,4.439906391412876,-0.020658790641271227,0.1916210675485412,0.27258753255032414,15.2,4.5,2.5,136.1
242,101.0,89.3,-114.7,0.75,20.14,57.155,1.401,1.45,1.4126596821085537,12.796801989545301,0.0,0.71,0.14,15.5,0.4,1.0,139.7
243,145.97,173.0,-24.8,1.288,1.044,2.15,1.5515,3.53,2.1215512603554667,5.02,0.0,0.03,0.75,18.586761223530086,4.650711695827391,8.088854482088166,105.27474301504486
244,106.08,139.0,-48.0,0.86,0.581,8.29,1.4973,3.2,0.3,2.367,0.0,0.11,0.47,17.18062450747952,0.049474911296415014,0.3020735178939355,123.05832742828923
245,114.03,71.21641470089362,-56.37350875567324,1.292231392619787,-0.07584769295490937,177.06602850926612,1.4531634191017202,2.6486327895773454,0.6309029549536029,-2.6827444536200216,0.0,0.03,0.58,18.066358306814553,0.6526507001326518,0.4313222148673851,101.86069090205172
246,135.99,101.3,-112.0,1.2686,0.606,41.97,1.4398,2.75,0.4973098963155338,-1.534929323495542,0.0,0.13,0.5,17.320711963640505,0.049474911296415014,-0.002993270611833937,106.73670093807353
247,107.07,144.0,-6.0,0.92,5.684623130049261,-33.68907828652046,1.498,1.68,4.061527054171724,27.945376622872857,0.0,0.76,0.8,18.62772813542569,9.016878962168994,7.148738020371793,130.63033350368275
248,127.02,209.0,-2.0,1.0,2.9157,0.204,1.58586,1.92,2.914731312270361,13.4,0.25,0.4,0.83,18.033331450624534,6.930574942794045,6.602957448499054,118.39404512105934
249,80.0,129.0,-67.0,1.2,7.340438466410867,65.57524418704728,1.4419,-0.06,1.78,33.20223739489172,1.28,0.53,0.46,17.527506215971496,9.785284504928981,17.627723769846796,62.12845080844333
250,104.04,224.5,29.0,1.081,2.1473708096726933,101.9430744742724,1.5242,0.45,4.064750712567957,36.31789996812857,0.0,0.29,1.2,18.99906857173863,9.767882802566834,5.146016389136132,108.10704250323498
252,114.1,151.0,-35.5,0.81,0.77,3.85,1.408,1.98,1.9633118153202573,10.8169487885462,0.05,0.48,0.61,16.21634961834584,5.325753058888189,8.052210829841695,125.73548318624435
253,88.09,87.35,-8.4,0.8096,5.702262058647489,16.7,1.4052,0.89,1.7,11.7,0.28,0.93,0.4,15.997351323892666,4.793734092626275,13.454181823268017,113.8492375412616
254,72.09,28.0,-160.0,0.6,0.214,291.2308289760441,1.3537,2.3,0.13,2.4501626331323707,0.0,0.01,-0.08,15.40037465209661,1.351940359448424,0.80338379962948,103.60595010430865
255,117.06,233.5,-23.8,1.0205,2.8978969206326526,0.089,1.52105,1.56,3.1714177657570737,18.0,0.0,0.41,1.0,18.5439200641501,7.302337927997004,4.504260564643099,133.28291914852312
256,122.07,219.0,-27.0,1.0185,6.706207780453017,-54.69999570612448,1.532,1.4,1.65,15.012713712123302,0.64,0.61,0.88,17.417956064181073,5.4980912147095555,13.88190492016416,115.90539274986497
257,128.0,214.0,33.0,1.245,11.55,0.125,1.5565,2.495,3.5952467543177318,30.187316209930046,1.57,0.23,0.77,18.555760869222084,8.980207875039618,7.659685000141817,104.74694392731946
258,136.09,235.5,-18.0,0.993,7.080464878268633,0.0234,1.526,1.88,3.3919072135976545,27.945376622872857,0.53,0.55,0.95,18.10062889047109,9.016878962168994,10.11835075922536,126.60624897571353
259,134.09,162.0,-68.0,0.95,1.089,-59.592758716294576,1.4097,-0.36,2.1703189716876135,15.184430807885454,0.0,0.4,0.64,16.698478156516174,6.569392431868282,10.993884809829684,107.37122326319144
260,74.99,126.0,-45.82431215925904,1.19,-0.9999451675808146,244.33940569244476,1.4225,0.23,3.3753145468540566,36.082258474592216,0.0,0.34,1.01,18.59260999947564,14.143966199202364,4.8885839418721915,64.93332306104361
261,138.14,190.0,-40.0,0.885,1.788,69.89622171104314,1.465971297495253,4.6,1.2554657896006207,9.214783421494525,0.0,0.08,0.11,17.57035986328414,1.487318755908386,1.4246167531212646,120.9035889690572
262,84.06,131.0,-51.0,0.955,3.1760161977896417,11.4,1.435,0.38,2.93,17.19321049567089,0.0,0.52,0.76,18.15101098188464,7.276550692159396,6.454245038698388,87.49811370480263
263,142.17,174.2,-29.7,0.7,0.838,1.43,1.4102,5.98,0.853312773506563,5.064558162837709,0.0,0.0,0.03,17.083801369660648,2.0170434264631214,1.8934295245156083,126.04472571157942
264,146.11,185.5,-80.0,0.836,3.5549573966435077,27.662461457960543,1.453,2.430277306989368,1.4120982990274822,11.938458013965901,0.0,0.38,0.36,17.391431399045057,1.9237194321315094,1.88710682898425,125.50974244418647
265,171.85,97.0,-52.7,2.5,0.98,21.208554123184573,1.542,1.88,1.8845331821488662,6.7,0.0,0.0,0.92,18.30231841798236,5.21138596994478,6.5859011005945085,96.95003817960773
266,118.08,121.0,-78.1,0.9627664675675562,1.6630594469762043,19.312621080874575,1.484926287172086,2.84,1.0203421677845517,1.2006760154584657,0.0,0.38,0.36,17.54295539681041,0.48159054808047197,1.6194186783185065,120.96466706482235
267,62.02,37.3,-98.0,0.85,0.5149390141126683,502.0,1.432,0.84,0.3224472826867595,-1.5955613706624436,0.0,0.34,0.57,17.726497363580222,0.9237848458059228,1.4918846104884065,93.42085017271323
268,70.05,163.5,-41.0,0.876,2.151162328716969,59.57094007788235,1.4089,-1.3263648941144337,3.6273226882680905,33.224100822469794,0.0,0.64,0.72,16.85791698975032,12.09037980174792,8.601206979679981,76.9077116857067
269,170.07,257.0,28.0,1.08,3.4909,0.0225,1.5805,4.21,1.5278836435686927,5.255791857345979,0.0,0.13,0.66,18.602081908307827,2.093862155121504,5.556110389730625,102.48409590697436
270,102.1,89.0,-122.0,0.7,-0.5317295641714416,62.5,1.3807,2.03,1.1657055623601327,3.4,0.0,0.46,0.27,15.076688864837308,2.5241310159151853,2.5202296079309474,132.89345530957067
271,170.2,216.0,-9.6,0.7495,4.693502224156858,0.135,1.4216,6.1,1.97379662868081,13.251239459016519,0.0,0.0,0.05,17.89291656724386,4.936726600178304,7.528123918535916,125.44698415775112
273,122.07,172.0,-30.0,0.224,4.2389,1.56,1.5076,2.51,2.022777548911634,4.5,0.0,0.3,0.69,17.837751788422846,3.1326233681582614,5.810494001018934,122.69316643303972
274,150.07,75.5,-34.0,1.0465,0.19282022953579142,130.39620214316594,1.505,2.64,2.239468344875132,6.4269231544230765,0.0,0.41,0.74,17.857655515127032,5.150935569290601,4.308010731507055,108.12784314685352
275,122.01,144.2,-26.0,1.01,2.93,41.22041736239839,1.4227,1.516462222382367,2.9320219936038905,11.6,0.0,0.35,0.7,18.339666857477333,7.42754861063387,-0.04632747337987715,123.51036904650869
277,130.1,223.0,-7.5,0.9175,3.4,0.0107,1.423,2.42,1.3569530877622393,2.5,1.2,0.45,0.5,17.340892462491723,1.1161351921911502,7.159582405497513,125.2963785829021
279,116.08,205.0,-3.0,0.9255,3.23,-53.94122940118908,1.4165,1.88,2.070766905433989,13.592129325135828,1.22,0.45,0.52,17.378141308906255,5.233832646810858,11.387670508209009,127.76359880110971
280,102.1,157.0,-44.6,0.8185,0.592,0.928,1.4175,2.03,0.9892583881390302,3.11943033889048,0.8,0.84,0.4,16.588808911837237,1.7314579902486409,6.262827507890481,127.72385158481876
281,203.94,188.4,-31.3,1.808,0.9390821314204869,1.06,1.62,3.25,3.476881673135711,31.92080362907738,0.0,0.06,0.81,18.425913485323225,9.084139546288684,2.9423821835711004,108.25458321174723
282,60.02,32.0,-100.0,0.98,0.325,585.7,1.3433,-0.21,1.5904884005298143,8.5,0.0,0.37,0.62,15.977715868222981,7.311228123077521,7.505054601719588,55.91377279336135
283,115.1,185.5,20.0,0.913,4.98570003812712,-49.658525226320535,1.4374,0.34,3.857296035324151,27.945376622872857,0.0,0.78,0.84,18.62772813542569,9.25806584166176,8.41457870602236,130.63033350368275
284,121.09,193.0,2.5,0.96,1.3,0.7,1.5582,2.3,2.950512807635984,15.15336577125556,0.0,0.43,0.73,18.395395637644192,7.339009015126381,4.5685051225042645,133.28291914852312
285,135.1,180.0,-75.0,0.9,6.678725802100076,-26.575435731985433,1.4548318317939928,1.91,1.6582564326620004,4.299272488160415,0.0,0.64,0.45,17.191676430372542,1.631477726518382,6.902315362103364,126.1939722944032
286,127.14,163.5,-60.0,0.85,6.678725802100076,-26.575435731985433,1.4553230698878112,2.01,1.6582564326620004,5.956932037765199,0.0,0.84,0.23,17.01274796613346,1.8567097766803449,6.902315362103364,131.21295284539517
287,73.05,205.0,28.0,0.9371,7.310383399604032,42.093222252637325,1.4301,-1.05,3.2310507083752964,42.6252132157454,0.47,0.8,1.01,17.532719209573628,13.52124128438752,14.353725923563308,68.0626184724746
288,107.07,195.0,-57.0,0.989,1.766,-5.984824448578186,1.57367,1.7,3.0247285511173208,6.0,0.17,0.47,0.82,17.36161383187339,6.049911449906652,3.12005648312598,125.55429771548208
289,59.04,182.5,-3.0,0.9961,7.310383399604032,42.093222252637325,1.4319,-0.0624,3.2310507083752964,182.4,0.62,0.8,0.9,17.590701339314403,13.52124128438752,14.44371090302903,68.0626184724746
290,114.14,126.0,-56.8,0.7,0.5151,14.1,1.3974,4.59,1.0981711745805196,5.495298342712894,0.0,0.0,0.01,15.394966038182574,2.1385522701597384,0.9202175466424481,131.35381560715297
291,86.07,88.0,-49.2,0.8814,3.199889930607759,137.93583763653143,1.4211,0.95,1.4059572496429114,2.4,0.0,0.54,0.51,17.250442609747495,3.5777823590030238,5.178815150624462,104.42037382244494
293,102.07,186.5,-34.5,0.9375,2.3,-27.36602876874355,1.4095,1.39,2.070766905433989,14.517642861378954,1.19,0.45,0.54,16.252834538920528,4.998097310940057,11.188468546071242,123.4040340086294
294,85.09,106.0,-7.0,0.86,7.142387917668018,32.1,1.452,0.84,1.302008179859795,5.9,0.0,1.04,0.3,17.205540625665925,0.6224645685265011,6.317276585915657,111.27919868259929
295,74.04,141.0,-21.0,0.99,1.02,3.53,1.3865,0.33,1.6232938357211704,17.709755340128517,1.12,0.45,0.58,15.51244839734599,7.733659273220466,20.061305984441667,75.40540676899336
296,107.05,89.0,-63.0,0.85,6.1472,62.7,1.443,0.46,1.385344869056416,8.470498416690155,0.16,0.7,0.39,16.694188388193112,2.6204459714300565,6.725557433787799,123.01530847333552
297,337.98,57.2,-86.1,1.6717,-0.3702809708291004,218.0,1.2515,2.887526928723924,0.833400559646322,1.8414800201566555,0.0,-0.08,-0.41,15.475806374801708,1.6635823891148436,0.8442075865797228,112.04579083364713
298,88.07,26.6,-99.06,0.641,-0.22269984297572173,718.0,1.3587,3.24,0.4921027116744664,1.921,0.0,0.02,-0.09,15.350229598947454,1.2993296084000163,0.37334743229849315,122.14455032135785
299,88.03,120.0,-96.2,1.0,0.13739293184362153,128.03458252519886,1.5048,1.8,0.9719513687559675,0.3827906813765002,0.0,0.44,0.62,17.588888025395043,1.7760560018346703,2.016064079796117,112.17217545836719
