,Molecular Weight,Boiling Point,Melting Point,Density,Viscosity,Vapor Pressure,Refractive Index,LogP,Dipole Moment,Dielectric Constant,Alpha,Beta,Pi,Dispersion,Polarity,H Bonding,Molar Volume
300,95.95,55.0,-49.8,1.27,0.41,331.0,1.4454,2.0,0.0,-1.405997399352169,0.0,0.0,0.44,17.6742871266092,0.9209857151948782,-0.5302357395527829,94.81805491719768
301,185.21,216.5,-70.0,0.78,0.73,0.0934,1.4299,1.52,1.17763222846559,2.1720580105725573,0.0,0.62,0.16,16.827936017885687,0.38176352973709754,4.022818924747908,131.74793611278812
302,114.1,125.4,-69.0,1.0215294723425976,0.6836926998899451,-11.98497553366532,1.4748881903396487,1.86,2.73,25.716174632800474,-0.18669789746151508,0.42452059413855653,0.8877605682126319,18.184720864153984,9.331089747142302,2.991464084117505,132.76647390498164
303,86.11,60.0,-153.0,0.6555,2.197078217519503,211.0,1.3715,3.2,0.737018666401601,6.955433146644416,0.41459170953232677,0.20642213901757964,0.11317792753479766,15.465146929987833,2.0969240491092713,5.561105315128853,110.57883034918227
304,100.09,106.1,-52.5,0.7229,2.47,31.5,1.3952,1.2,0.9226516855185156,12.8,0.6702922752516968,0.7914191339761625,0.27277823391051753,15.056746879533154,2.607312753774946,10.262254762671237,115.179500756957
305,106.06,245.0,-6.5,1.12,0.3,0.005,1.4472,-1.47,5.49,28.217905368746727,-0.22941861839943858,0.5069850135082873,0.9875137344004531,18.128816141077536,10.912916009736282,8.014603347770514,107.0714679874461
306,162.13,189.0,-44.0,0.91,2.9177473315247373,0.52,1.4115,0.39,4.206520524961812,27.593211397425797,0.06040253406401999,0.7181760575440338,0.8265221004788834,17.867308576048874,10.481039543547542,6.878671023666358,130.09163216698914
307,116.08,118.0,-99.0,0.87,0.676,17.8,1.3905,1.6,1.87,6.1213361801948345,0.0008542174878087834,0.21196268143896346,0.353921499357291,15.36779381792102,4.2547376691326955,4.035936323200576,125.20007235630942
308,102.07,89.0,-73.0,0.87,3.051155423362577,-25.3424058044796,1.377,1.02,1.75,10.931620099196952,0.8467781202400175,0.6078638400837244,0.594448869203462,15.221271568248289,5.110313733445085,15.273392352601265,113.70585534365817
309,128.16,150.8,-51.0,0.72,0.6696,4.45,1.4058,5.65,1.2431757039278986,9.216866782245594,0.0882250799441493,0.43624026340851674,0.21348910519209532,15.871301368770215,3.698660105599104,1.468390626598681,133.61958374886896
310,88.09,116.0,-8.0,0.8,11.093681023952922,29.60838609059809,1.4325212771765743,1.21,0.6342366353673025,6.841075485249618,0.5558100128151833,0.711347314797127,0.25665734232768556,17.168471728283734,1.5082320864337386,10.591243523943927,116.33293560940834
311,194.12,327.3,-9.4,1.12,61.9,101.9430744742724,1.4577,1.5921093229140653,3.8702547354398984,36.31789996812857,0.05673010210387219,0.2154897192651663,0.8076685610214299,18.727830209764548,9.351970860242576,3.880175703485571,107.56834116654139
312,150.09,285.0,2.0,1.1,47.8,-10.923854413782426,1.4531,-1.57,5.58,33.291020757860665,0.31882438354561404,0.5298983439997245,0.9496597702487076,17.955063094882917,10.70263689601204,13.576015472409052,103.56382870301833
313,178.12,216.0,-45.0,0.99,6.3046346165586575,-31.36915371445384,1.4136780434020422,-0.48,3.668922194997592,32.93885553241361,0.4819503996381853,0.6372469059357367,0.8363341952471314,17.276797002149326,11.571576994422475,12.040107790053055,115.56374893476459
314,112.09,165.1,-14.0,0.93,2.588030331818181,14.754758252088376,1.447,1.8263273299072673,2.9277787132938844,15.649960233791598,0.005639702422558878,0.38302437745595674,0.7084429287266506,18.361358019007977,5.761172181469394,3.3089246696193237,123.63565366186884
315,130.06,180.8,-45.0,1.025,6.860158995409112,-68.83085959331352,1.4195,0.27,3.2064066888924034,15.9,0.431766124540506,0.626221926118625,0.7985033790905901,17.001142653508985,8.077373007826623,11.606891899370348,127.2648481621228
316,93.06,128.5,-70.0,0.95,9.269576036019334,11.2,1.4957,1.1,0.939787862758057,3.6403472608687086,0.4667804073684896,0.7083072596169802,0.39370391122495396,16.839124079035784,0.5067591783835947,9.412838471970849,108.60457432333575
317,113.99,72.0,-15.0,1.5,1.984808435569449,97.86917725446888,1.285,-2.1,3.3219564836004527,39.0,0.7341424801080088,0.2711553490213707,0.7745500110459306,16.447415196059076,12.234108835773428,12.340775784356033,91.39020463343886
318,132.08,188.5,-26.4,1.06,5.176366949174647,-16.391149398812548,1.4666061568787598,0.2026313998920231,3.6561572488745737,26.010747273750006,0.31882438354561404,0.5665299574317868,0.9178028356978148,17.60139679879798,9.25806584166176,12.040107790053055,106.26831606358068
319,136.13,178.0,-74.0,0.8405,4.65123082532723,1.98,1.474,4.2,1.382430969443003,7.873466557794069,0.25857080458947035,0.4625236521875498,0.20951037156151212,16.933870426143777,2.6318294506170465,8.121871665177903,127.18886831742583
320,95.95,55.0,-80.0,1.27,6.255740688756922,200.0,1.4435,2.0,1.9,5.496655658357827,0.24560186326882177,0.1999705299278884,0.5149813155190569,17.536240574558164,2.209097320292329,6.676185176006171,89.44211695235366
321,100.09,127.0,-57.0,0.81,0.62,11.6,1.4024,1.38,2.68,11.351461108456379,-0.06025496936472436,0.43704889256772206,0.4947638084130608,15.33558418129913,6.777920646338997,0.09302730740516772,118.58410604766249
322,88.05,81.0,-92.9,0.9,2.6453352250544464,62.64454162635244,1.3765,0.83,1.9,7.9,0.7662091278492404,0.47368226495437943,0.5397836164467262,15.453937012777342,4.75733808283508,13.848675052868765,99.56834901519183
323,174.09,109.5,8.0,1.063,7.610546758046391,-18.847870285642205,1.4285,1.03,2.512527597681639,14.870163921315623,0.6445250559688362,0.4986376182719361,0.8706807011998723,17.52349584290194,6.393122394660195,17.124248037744902,108.45234497572304
324,130.1,142.0,-79.0,0.87,0.872,5.6,1.402,2.13,0.9659211921202359,6.454189167294959,0.024016495130770227,0.22822121328379597,0.27456682557456946,15.36779381792102,1.9937991137123627,2.10416226229972,125.67397752793721
325,146.06,190.5,-31.0,1.104,1.970838321514195,0.0774,1.415,0.24,3.898977652646279,27.593211397425797,0.4424115136697338,0.5118337426065742,0.9066569051369793,17.463127254640742,10.481039543547542,12.040107790053055,115.26492793037654
326,106.06,100.6,-36.1084096137902,0.9676,4.460407370378906,-25.3424058044796,1.3773,0.8848233513721037,2.3760842479935746,11.691658335600778,0.9614147626984277,0.5179533009414758,0.6617467573381498,15.318237702913173,5.834902546369148,15.242601387617384,118.2527278012625
327,100.05,140.0,-23.0,0.975,0.6,-23.405979681091164,1.4494,0.4,3.153989219554126,13.234146712747838,-0.2371627816426283,0.6106302593180262,0.8987564383288597,17.873542766490907,7.502782631809729,5.699785640258988,107.1632253640545
329,88.05,80.0,-88.0,0.915,3.457498711113572,143.6158720773735,1.3765,0.82,1.7,5.4,0.706511430569272,0.45436079630054266,0.309924800413889,14.99341132212793,2.8765792275443527,9.781832599068288,107.63323166274633
330,102.07,102.5,-95.0,0.8945,3.0752666529263104,42.04199019840266,1.388,1.29,1.72,5.6,0.6116510677405566,0.31486265721058215,0.2855634773477662,15.436110782644725,3.1612543915020153,8.705780969803298,121.71468916503373
331,142.14,188.4,-3.8,0.8217,11.067608442697132,0.552,1.4195,2.88,2.079747340224073,13.225464979538264,0.630213185755195,0.5727366828757691,0.4800795880388802,17.250056808780176,5.233832646810858,13.534687515393832,127.12611003099047
332,80.04,145.92287977318347,22.0,1.1382182576681605,4.170628098192899,105.44112631445661,1.3777373620934747,-0.4,3.426183901818513,46.449616926478384,0.6502264617924444,0.3486597991129668,0.8141263983203553,16.246847744923166,15.079529045940097,13.021654728858246,56.60062382220333
333,70.08,49.0,-94.0,0.75,0.44,317.8,1.4065,3.0,0.0,1.5887193669948478,-0.0062315479618801056,0.22527852385570807,0.16446834982741618,16.22556642545987,1.4809108164361597,-0.9837564298896618,98.29686020873504
334,144.15,214.0,-5.0,0.827,11.410331980998542,-37.07758768675538,1.433,3.77,1.7,8.193835811601295,0.6596992094246001,0.5315231411645674,0.21918593398669278,17.247350594467147,3.4181997432219315,11.32526244541093,127.18886831742583
335,116.12,175.0,-34.0,0.8225,5.209118454263702,0.2163,1.425,2.62,1.1881313651179184,6.475515092042024,0.17154193558722172,0.4421907941117748,0.1820732773318763,16.81105234500714,0.5159362297262213,2.32922403122555,130.31535913389405
336,108.07,295.0,1.0,0.97,2.6,0.00068,1.438,-0.32,3.5649731252144745,33.291020757860665,0.27313638115016425,0.7135680586035933,0.8765519182079434,17.765978199552062,10.70263689601204,13.48603049294333,115.56374893476459
338,84.0,84.0,-38.0,1.06,0.621,153.85429600588492,1.52684,1.81,0.2924385880913487,-0.22161973693766934,-0.08049114645673267,0.12576809061555033,0.5067325424735935,17.797745829428923,0.7121509071681541,0.9734851527209916,86.98173268907406
339,67.04,130.5,-24.0,0.96,4.1123,42.093222252637325,1.5085,0.75,3.2310507083752964,37.2795690807576,0.263622918955612,0.717616953504709,0.9054463257094835,17.95020649248433,12.076670230037239,13.252330254659197,80.68947063092949
340,101.12,148.69992374461867,-56.75488429239274,0.75,4.552313598815647,15.967474182808193,1.4495241509695163,1.8827635789799737,1.3569530877622393,6.205259901564954,0.1629263857773914,0.3731913051347571,0.15692676214672677,17.104349181704233,0.11736693829806762,1.2120073873541046,121.95956308784498
341,134.11,183.3,-87.9,0.8601,0.95,4.385588860424952,1.4898,4.38,0.8594645425969224,7.079448429958759,0.09794300921203736,0.31570524264543753,0.2716419776154598,17.064315482567707,1.1855554724976787,1.364977311776814,118.9731648045548
342,121.09,205.0,-63.0,0.96,17.16,66.33075297450836,1.5559,2.16,1.229987907919857,5.9,0.11717251692755401,0.24612034144830308,0.25627534736579183,17.34125977568409,0.405059314831728,1.0172054621568618,116.87950444108792
343,107.07,185.0,10.0,0.98,1.78,0.662,1.5401,1.09,1.38,4.6,0.5413754151003138,0.6856346592833891,0.39370391122495396,17.3988745922325,1.8119978738802525,11.364214782758642,122.16988776643392
344,120.09,152.0,-96.0,0.86,0.737,4.5,1.4915,3.66,0.7406182512682855,1.3790579503540399,-0.05629353802480867,0.31968245671128154,0.3006438198100372,17.18062450747952,-0.21710580030616716,0.911555198114352,123.05832742828923
345,84.09,71.8,-139.8,0.7486,1.8594326988935976,138.0,1.4097,3.37,0.7166133385455118,8.447014615230875,0.3263539230134084,0.2922321443632924,0.13546650763283877,16.671712504664583,2.733061866694507,4.29689332917383,91.76123027227605
346,136.05,199.0,-12.0,1.0855,7.400246336772704,0.38,1.5165,2.12,2.53,6.6,0.6278480593217352,0.2818455344795789,0.55335114030609,18.24456459389326,3.4731747136365425,10.276505109324455,102.94580574084426
347,88.05,153.5,-47.0,0.946,1.126,1.81,1.3935,0.88,1.09,2.7,0.48908352606430955,0.5942761172374106,0.4002682679994761,15.005332248458178,1.5262253704795852,10.776364942429256,109.92578200929302
348,131.93,114.0,-36.0,1.44,1.69,23.0,1.4711,2.35,1.0031491007339652,6.5513122795709595,0.22810510699729636,0.235505784645878,0.5068092067246481,17.64058572948035,1.487318755908386,5.111003608795673,102.6515383143391
349,73.09,68.5,-85.0,0.734,3.216586230790283,138.0,1.394,0.73,1.27,4.5,0.17256540652900726,0.5622288697221396,0.2643023956337106,14.942713486258997,1.0167583038312085,7.250328580239685,96.34834704006641
350,199.85,162.0,-29.0,1.68,2.49,3.5,1.5025,3.67,0.92,7.979650104786931,0.24529169920052385,0.2557415305565547,0.5161005250660494,17.64058572948035,1.755150069862276,5.385014454992774,102.6515383143391
351,73.09,45.0,-72.65,0.6958,4.825481821240512,372.0,1.3784,0.4,0.6728943025021521,8.23918630064396,0.6954693495131717,0.6431962389718358,0.25871492957543957,15.000858471365515,2.1835067758822984,10.944113903313106,95.29561482983262
352,76.05,188.2,-59.0,1.04,0.581,173.24010727213116,1.4324,-0.92,3.63,40.681249458996604,-0.273553062590758,0.3442854641788237,0.9672090292765692,18.406279746984225,13.853052355794874,4.8885839418721915,62.228835700481206
353,160.07,190.0,-31.0,1.058,-0.7530364175095003,167.35776221766724,1.414,0.8,3.8131860334763523,30.668040190543206,-0.09863093538375099,0.3338374615756962,0.9079862940154229,18.28764394116599,12.212914356863031,1.5817122663366234,107.59059725969348
354,128.21,75.0,-59.464966336644586,0.9074,19.0,2.55,1.400770360376952,2.991536957943853,0.9814557303861349,6.091574926078919,0.2651673400947429,0.14515656160644125,0.2652755072331682,15.543598350352248,2.1290528819312184,5.168036057145224,121.19694022219288
355,162.09,99.0,-66.0,0.7638,1.4852074929704202,43.572644515189026,1.3774,4.2,1.0069336120668986,6.678915013295479,0.35140175930038486,0.33264889441981305,0.12887802162870338,15.393412878733153,1.8910911074718757,6.985822614861354,126.27699886894995
356,236.11,66.83655136563222,-56.09270311422029,0.94,1.0608266341144792,140.50724494565245,1.399,2.8506441527340693,0.6202946772799256,2.3,0.2734948228991155,0.08113186199506525,0.2454064529164066,15.528277665574505,1.903820831769255,5.168036057145224,122.24967243242668
357,296.08,175.0,17.5,0.96,4.890076357699163,1.05,1.3968,6.74,2.497230220899435,16.353310246669693,0.5017145989316364,0.41356864243009533,0.6699772626788543,16.059568128416526,5.378907080732826,13.745298405927135,130.17016609741705
358,370.09,210.0,-38.0,0.9593,2.8622709506404913,0.3,1.3982,8.06,1.3495483916659863,9.141155890906147,0.2967726336541942,0.36304835921260153,0.29897461133099235,15.68696707630753,2.998752350273865,5.807288722125177,122.18859433666152
359,190.16,259.1,-33.3,0.935,8.6,21.386684444192202,1.447698953563143,1.7,1.495824421750827,13.841333167676675,0.2903895636040463,0.42856487636090157,0.39647967108449106,17.11279889038286,2.9195218271507066,7.243657371195637,124.76139531550915
360,134.09,199.0,-76.0,0.99,3.85,-73.90768480631687,1.4273,-0.15,3.5649731252144745,31.071153175414207,0.3165417346257306,0.6919431207609494,0.8474801258079669,17.415066546306562,9.964542548636986,12.040107790053055,115.56374893476459
361,204.14,246.0,-32.0,0.985,4.384967474832792,21.386684444192202,1.4262,2.9,1.495824421750827,13.841333167676675,0.2903895636040463,0.42856487636090157,0.39647967108449106,17.170781020123634,2.9195218271507066,7.243657371195637,124.76139531550915
362,104.08,150.5,-90.0,0.91,5.522986786978117,2.9,1.412,0.08,2.922649720895382,13.426181599444964,0.11393818082358927,0.5747933789557144,0.7214010440604618,16.90017776273374,7.6454344346138825,7.637496395643808,118.56741945164666
363,132.08,146.0,-66.0,0.969,3.8325483423361972,3.92,1.4799436976145295,0.56,4.256023031299782,26.010747273750006,-0.1050061309484347,0.7616870192458809,0.8668307189630855,18.334798611920966,8.874005097762053,7.091678417928219,130.63033350368275
364,118.1,150.2,-78.83208454540194,0.8886,2.297544565005096,2.2125,1.413,0.2538091000332039,4.3599721010829,28.620047957957322,0.03371062637139582,0.649176568567016,0.8168465380537027,17.791153823024185,11.473484395896254,7.980066692570471,130.7502313533984
365,146.09,168.5,-34.00209107539838,0.95,5.337753302293334,21.386684444192202,1.4408285267598646,1.7568249838205836,1.382430969443003,11.054819512833133,0.28064390281490464,0.4664425772213465,0.40025641649652416,17.11279889038286,2.6318294506170465,7.847860818980801,122.10880967066876
366,216.17,257.5,-50.0,0.95,4.338725138570951,21.386684444192202,1.4421728956310544,3.47,1.495824421750827,13.841333167676675,0.2903895636040463,0.42856487636090157,0.39647967108449106,17.11279889038286,2.9195218271507066,7.243657371195637,124.76139531550915
367,206.15,278.0,-35.0,0.98,7.933017133481617,0.0025,1.4389,0.02,1.331202373645534,3.925585494192312,0.4282372955708318,0.6913107782863018,0.39681541457911124,16.697391947530853,0.4796207389923795,11.228356443510036,114.30578025767512
368,218.08,258.0,3.0,1.1565,6.192345669969246,248.0,1.428,0.21,3.6561572488745737,29.977371932372712,0.31882438354561404,0.4896266602705287,0.8798878747771708,18.141393347374333,9.25806584166176,13.302004626211952,105.60433011152693
